uid,location,misspell_freq
282272547,EXETER,0.139270774832846
305036173,EXETER,0.0873310045162786
163590921,EXETER,0.0939999999999998
262288977,EXETER,0.110449166218397
33818644,EXETER,0.169871794871795
243799343,EXETER,0.168782617531061
199833950,EXETER,0.0715027108700033
124503340,EXETER,0.0873118944547516
591129155,EXETER,0.0679292929292929
543761474,EXETER,0.0620869408369408
35193847,EXETER,0.131158873805933
292401075,EXETER,0.0774783758914194
355727863,EXETER,0.375350140056022
194750233,EXETER,0.111635838908566
246570087,EXETER,0.330625815735085
300718025,EXETER,0.0454545454545455
148833175,EXETER,0.123045203533314
9881972,EXETER,0.132932157459754
201785200,EXETER,0.0383022774327122
129121866,EXETER,0.811975355165382
180816577,EXETER,0.265748729385093
248143238,EXETER,0.74645549780683
102335193,EXETER,0.0587449421691187
39328624,EXETER,0.0724789915966387
87740216,EXETER,0.0961869256760898
115699284,EXETER,0.117590333605201
15055894,EXETER,0.19
143421764,EXETER,0.0983186576065833
393353456,EXETER,0.0857378853736596
37476509,EXETER,0.110417491254892
34351521,EXETER,0.0782217782217782
382210939,EXETER,0.2838418662843
109365993,EXETER,0.0539470333587981
32607302,EXETER,0.1479155678283
353938463,EXETER,0.0389384920634921
573618293,EXETER,0.0538864981172673
378663377,EXETER,0.0875661096980496
317230002,EXETER,0.0455486542443064
122192260,EXETER,0.138715618746579
248350866,EXETER,0.0805715086823684
19499405,EXETER,0.100057056337028
129019162,EXETER,0.153702680227514
227477762,EXETER,0.0308201058201058
36301489,EXETER,0.241947295438759
271016670,EXETER,0.685905271199389
20792064,EXETER,0.172619654327729
95429566,EXETER,0.184091801142319
305582098,EXETER,0.104049174250728
586060063,EXETER,0.103600687185425
452263557,EXETER,0.180305939580133
20596893,EXETER,0.125182397486319
445296228,EXETER,1.0
548600785,EXETER,0.0706645735217164
454778241,EXETER,0.052406938320251
35849152,EXETER,0.041025641025641
22128421,EXETER,0.10198756145815
262817941,EXETER,0.158928571428571
190746929,EXETER,0.125396711591823
394293403,EXETER,0.135158655722821
28791378,EXETER,0.0681103283278364
345284561,EXETER,0.409070126091403
534182444,EXETER,0.0679974443373136
390831520,EXETER,0.105555555555556
78217570,EXETER,0.889588827519862
461330813,EXETER,0.110949999380372
24213962,EXETER,0.144387198822683
18356938,EXETER,0.116450915363546
362009407,EXETER,0.0947680167673112
280656900,EXETER,0.119387886172876
144040418,EXETER,0.744952605816615
264757786,EXETER,0.668215947936306
20392596,EXETER,0.159722222222222
85160138,EXETER,0.184969502680742
58899480,EXETER,0.0964480751342755
75119660,EXETER,0.170279852012328
18668358,EXETER,0.108198511928388
45784534,EXETER,0.148278526286548
287795936,EXETER,0.0850997332204288
379757144,EXETER,0.0467902727845571
22250579,EXETER,0.175350337669677
161626185,EXETER,0.0833333333333333
363602430,EXETER,0.141226958981276
327673809,EXETER,0.278942008460081
453251724,EXETER,0.0932860998650472
343625360,EXETER,0.0753979556396826
75588728,EXETER,1.0
19250634,EXETER,0.0767460317460318
180398010,EXETER,0.0543672014260249
424076564,EXETER,0.118370530059098
218299302,EXETER,0.130230520860529
224808096,EXETER,0.127849834244444
363755565,EXETER,0.138188608776844
207907669,EXETER,0.0598468343566383
526554596,EXETER,0.115589582697967
40067938,EXETER,0.067650128535296
11818102,EXETER,0.0294117647058824
15663741,EXETER,0.0405818134405354
15608908,EXETER,0.100547800405606
326993656,EXETER,0.0983084521687463
204050158,EXETER,0.134778653252119
455913405,EXETER,0.0831922059299326
393934659,EXETER,0.783570015577477
259380926,EXETER,0.10095013204643
95534681,EXETER,0.326792901542902
468180402,EXETER,0.0384615384615385
146212200,EXETER,0.0608040935672515
279028914,EXETER,0.0860778365833513
356670485,EXETER,0.16541417384114
297467886,LONDON,0.0421052631578947
278545205,LONDON,0.496079365079365
255394961,LONDON,0.172974931250116
21043956,LONDON,0.0400876036689186
14787392,LONDON,0.0882350997924582
148786746,LONDON,0.119592070026628
67129338,LONDON,0.204042988376134
367948848,LONDON,0.243295487622113
351583405,LONDON,0.0943000843545062
78478190,LONDON,0.128066874302168
88430695,LONDON,0.188484823348954
520305639,LONDON,0.241167667551319
248374768,LONDON,0.150412210338681
95047991,LONDON,0.470453942193073
204015375,LONDON,0.097584940312213
81084095,LONDON,0.179789084389668
606302965,LONDON,0.159234432234432
434248609,LONDON,0.13833604611206
147976656,LONDON,0.188315398526657
20169390,LONDON,0.0992119907598514
26333171,LONDON,0.155894839154068
114500084,LONDON,0.254450908989867
180769221,LONDON,0.093045950227477
47362862,LONDON,0.0220431742170873
370807597,LONDON,0.152948209198209
303368461,LONDON,0.176276046778329
17405435,LONDON,0.129651086793616
13098602,LONDON,0.0866227207136298
90845085,LONDON,0.104481815539001
250951034,LONDON,0.525661477411478
28651374,LONDON,0.18477355977356
466561638,LONDON,0.0269791666666667
114741239,LONDON,0.793885481802148
174647337,LONDON,0.123696676821929
377865590,LONDON,0.0473633144215851
165729540,LONDON,0.755715905926432
29411173,LONDON,0.143053031500358
84609385,LONDON,0.198305964987127
105893946,LONDON,0.157922897379694
462763231,LONDON,0.0726907351907352
154894898,LONDON,0.07870195376333
94712134,LONDON,0.712392222251557
57011262,LONDON,0.0974821390153198
297137603,LONDON,0.109731358107981
574628406,LONDON,0.119531517042478
181228940,LONDON,0.144650604992048
293939026,LONDON,0.122151382941067
73502913,LONDON,0.161990718968898
427054420,LONDON,0.149130594725702
386646431,LONDON,0.174582120423338
16265656,LONDON,0.103661616161616
88928322,LONDON,0.0899446962658538
22383060,LONDON,0.0651804672974445
42301612,LONDON,0.259227473219262
20982835,LONDON,0.0883731246321342
78326072,LONDON,0.260984262139188
20129541,LONDON,0.175262762292174
48429752,LONDON,0.195315974874798
222022684,LONDON,0.431242653115718
18098009,LONDON,0.247648976687089
289509487,LONDON,0.279969720047667
27840316,LONDON,0.146004851741567
323733806,LONDON,0.547554834054834
247490060,LONDON,0.23484991804018
139123924,LONDON,0.164646464646465
211516944,LONDON,0.0663398692810457
234140760,LONDON,0.172061003482131
198836595,LONDON,0.312210474710475
580562893,LONDON,0.878306878306878
150901430,LONDON,0.96078431372549
241475049,LONDON,0.428450243250469
415503128,LONDON,0.0856017022193493
47059216,LONDON,0.18610562238279
264295497,LONDON,0.171430791430791
7130392,LONDON,0.100747087178107
334796411,LONDON,0.175324782137232
20779816,LONDON,0.111086750172466
23590370,LONDON,0.111043455930907
50054193,LONDON,0.169304306804307
369989012,LONDON,0.730448199387593
122091926,LONDON,0.169627925989314
373113942,LONDON,0.14646645319522
63687427,LONDON,0.170673155655464
396718264,LONDON,0.171428571428571
102402579,LONDON,0.200628736343022
589915203,LONDON,0.125329391015666
97547245,LONDON,0.0755068211360506
342665589,LONDON,0.187678476494266
6537492,LONDON,0.0943314370290777
464951916,LONDON,0.698829977024703
369964710,LONDON,0.0785234290669073
184955929,LONDON,0.44949494949495
164337517,LONDON,0.696512899613287
24703488,LONDON,0.266670160463612
212633874,LONDON,0.351694827529365
404387197,LONDON,0.204188073830931
331867956,LONDON,0.180305568362915
20524840,LONDON,0.111711981474827
153363768,LONDON,0.211159731335784
130248152,LONDON,0.120143407164042
272913143,LONDON,0.140529623769713
281705967,LONDON,0.136210012077237
19483405,LONDON,0.115118501594355
547053350,LONDON,0.651780814916408
274422511,LONDON,0.142704709874688
75293911,LONDON,0.0945112586020172
116564074,LONDON,0.0684808461692666
325951443,LONDON,0.880770655369585
257960342,LONDON,0.202538726251962
180007654,LONDON,0.115183080808081
164941056,LONDON,0.188968985474774
523789681,LONDON,0.842502423616975
23588744,LONDON,0.190346737352182
53863385,LONDON,0.0882910633684627
566399593,LONDON,0.221502725568597
5554492,LONDON,0.405141322701505
466838430,LONDON,0.107423431688138
248276328,LONDON,0.411830146633552
560451828,LONDON,0.384285714285714
537162229,LONDON,0.188975772927073
67586751,LONDON,0.187681087348754
347618844,LONDON,0.726983681001538
283460696,LONDON,0.167140855157191
70093,LONDON,0.129441918507383
194556179,LONDON,0.0590277777777778
222198758,LONDON,0.0744547643618851
198453558,LONDON,0.518798374116779
355011981,LONDON,0.190148200139451
574665764,LONDON,0.140052529363359
18851513,LONDON,0.152614377807472
64176849,LONDON,0.330906593406593
160687830,LONDON,0.186495243372339
23578382,LONDON,0.12022501864078
102498540,LONDON,0.294209877211369
204105419,LONDON,0.179729579275937
218678103,LONDON,0.118231085163727
336717789,LONDON,0.701710728212276
295041311,LONDON,0.551767676767677
82975510,LONDON,0.110681430506198
25055005,LONDON,0.015625
27214908,LONDON,0.218946721205796
16603740,LONDON,0.164752483785647
501885788,LONDON,0.101339285714286
342675650,LONDON,0.248186228803876
130655887,LONDON,0.109644410548501
584486063,LONDON,0.0702279202279202
21677971,LONDON,0.0838983599819513
16828440,LONDON,0.0483173150922468
43739860,LONDON,0.0525031002908241
19856771,LONDON,0.175593372145096
312974532,LONDON,0.539073630617748
563563795,LONDON,0.144959333595697
592996872,LONDON,0.102065897065897
65598884,LONDON,0.197379497791586
29168099,LONDON,0.143981190226229
76993823,LONDON,0.0810738333490891
256484218,LONDON,0.183323565295176
98023909,LONDON,0.201478840939906
26237427,LONDON,0.188888888888889
268515683,LONDON,0.300690975690976
18251206,LONDON,0.113669477267684
27971203,LONDON,0.121982901949832
328138894,LONDON,0.155064857484212
488442978,LONDON,0.274715513911192
22126351,LONDON,0.0615771763736945
53697822,LONDON,0.0119156162464986
69376386,LONDON,0.121497099091139
95364501,LONDON,0.252108466437424
436663799,LONDON,0.112218337218337
43703232,LONDON,0.763994169784222
550214547,LONDON,0.672962045390241
164004913,LONDON,0.102568160833752
595291738,LONDON,0.12238529733545
396250146,LONDON,0.285714285714286
226472340,LONDON,0.821700587772016
396624182,LONDON,0.100222925222925
284048596,LONDON,0.10192775974026
480625380,LONDON,0.169795482295482
31165973,LONDON,0.0837126148705096
268728177,LONDON,0.376096331533
71572163,LONDON,0.222778739069976
238346137,LONDON,0.186605314111814
113312398,LONDON,0.694223071137568
91333315,LONDON,0.194377469805306
313583235,LONDON,0.128215977244888
108385221,LONDON,0.158391062767952
214655120,LONDON,0.243020055628751
11545812,LONDON,0.0737665068881652
87087057,LONDON,0.0822125119800679
210922484,LONDON,0.128410675190384
